Speed,Heading,Acc X,Acc Y,Acc Z,gyro_x,gyro_y,gyro_z,outputx,outputy,outputz,outputgx,outputgy,outputgz,outputspeed
0,331,-0.0256,-0.031799998,0.0764,0.004799656,-0.002687807,0.002338741,-0.028330337,-0.007249201,0.003869523,-0.000664813,-0.000960349,-0.001622961,5.82E-07
0,331,-0.0651,-0.0121,0.0072,-0.000994838,0.011257374,-0.003543018,-0.028281984,-0.007877535,0.002859046,-0.000690174,-0.000872857,-0.001490237,5.59E-07
0,331,0.0831,0.026999999,-0.051799998,-0.001012291,0.002251475,0.006649705,-0.028107851,-0.00847085,0.001855631,-0.00071525,-0.000779696,-0.0013615,5.32E-07
0,331,-0.052699998,0.0174,-0.0143,-0.001291544,0.000890118,-0.001745329,-0.027805492,-0.009026389,0.000861514,-0.00073996,-0.000681093,-0.001237322,5.01E-07
0,331,-0.0916,-0.0414,0.005,-0.001204277,0.001727876,-0.002129302,-0.027372819,-0.009541387,-0.000121217,-0.000764214,-0.000577287,-0.001118264,4.66E-07
0,331,-0.039899997,-0.0022,0.0046,0.001099557,0.001047198,-0.002007129,-0.026808113,-0.01001307,-0.001090621,-0.000787916,-0.000468525,-0.001004871,4.27E-07
0,331,0.1171,0.075899996,-0.062699996,0.003141593,-0.001710423,0.001797689,-0.026110019,-0.010438655,-0.002044921,-0.000810966,-0.000355066,-0.000897671,3.83E-07
0,331,-0.039699998,0.0073,-0.0235,0.003316126,-0.009110618,0.005881759,-0.025277555,-0.010815353,-0.002982505,-0.000833255,-0.000237179,-0.000797172,3.35E-07
0,331,-0.0984,-0.022,-0.0142,0.00010472,-0.001727876,0.004694936,-0.02431011,-0.011140368,-0.003901936,-0.000854668,-0.000115144,-0.000703862,2.83E-07
0,331,-0.0405,-0.0024,-0.0722,-0.001308997,0.003892084,-0.002216568,-0.023207452,-0.011410902,-0.004801955,-0.000875084,1.07E-05,-0.000618209,2.26E-07
0,331,0.1836,0.0661,-0.0911,-0.003508112,0.005253441,-0.009564404,-0.021969732,-0.01162416,-0.005681486,-0.000894373,0.000140193,-0.000540654,1.64E-07
0,331,-0.067499995,-0.0415,0.0628,0.003141593,-0.007592182,0.002670354,-0.020597486,-0.011777359,-0.006539634,-0.000912402,0.000272879,-0.000471617,9.79E-08
0,331,-0.0025,0.017199999,-0.0039,-0.000698132,0.000279253,-0.012130038,-0.019091647,-0.01186773,-0.007375687,-0.000929029,0.000408481,-0.000411489,2.70E-08
0,331,0.019,0.0073,0.015899999,-0.000837758,-0.001291544,0.002583087,-0.017453551,-0.011892534,-0.008189111,-0.000944108,0.000546663,-0.000360637,-4.87E-08
0,331,-0.058799997,-0.041699998,0.0357,0.002879793,-0.003438299,0.005340708,-0.01568495,-0.011849065,-0.008979547,-0.000957487,0.00068708,-0.000319396,-1.29E-07
0,331,0.056399997,0.016999999,-0.0616,-0.004572763,0.011815879,-0.006143559,-0.013788024,-0.011734667,-0.009746805,-0.00096901,0.000829374,-0.000288074,-2.14E-07
0,331,0.125,0.017099999,-0.003,-0.004712389,-0.002426008,-0.00699877,-0.011765395,-0.011546741,-0.010490872,-0.000978515,0.000973179,-0.000266943,-3.04E-07
0,331,-0.12879999,-0.041699998,0.0262,0.004921828,-0.009686577,0.01844813,-0.009620141,-0.011282758,-0.011211901,-0.000985838,0.001118117,-0.000256243,-3.98E-07
0,331,-0.1478,-0.0319,0.0262,0.006283185,-0.002199115,0.007190757,-0.007355815,-0.010940274,-0.01191022,-0.000990809,0.001263802,-0.000256179,-4.97E-07
0,331,-0.12879999,-0.0515,-0.0128,0.007138397,-0.006283185,0.003839724,-0.004976461,-0.010516935,-0.012586324,-0.000993257,0.00140984,-0.000266915,-6.00E-07
0,331,-0.0791,-0.012399999,-0.0713,0.000296706,0.000802851,-0.00418879,-0.002486631,-0.010010497,-0.013240883,-0.000993009,0.001555824,-0.000288577,-7.07E-07
0,331,0.0777,0.056199998,-0.0422,-0.002460914,0.001745329,-0.002199115,0.000108608,-0.009418831,-0.01387474,-0.000989889,0.001701345,-0.000321253,-8.18E-07
0,331,0.153,0.075899996,-0.0513,-0.017104227,0.017191494,-0.016999507,0.002803666,-0.008739936,-0.014488914,-0.000983723,0.001845984,-0.000364988,-9.34E-07
0,331,0.1244,-0.021599999,0.1121,0.013910274,-0.011780973,0.015219271,0.005592434,-0.007971947,-0.015084602,-0.000974335,0.001989319,-0.000419785,-1.05E-06
0,331,-0.1598,-0.022,0.0458,-0.009128072,0.002740167,0.006021386,0.008468275,-0.007113149,-0.015663175,-0.000961557,0.002130923,-0.000485607,-1.18E-06
0,331,-0.0843,0.0565,-0.081099994,-0.001012291,-0.001256637,-0.00280998,0.011424017,-0.006161991,-0.016226182,-0.000945221,0.00227037,-0.000562369,-1.30E-06
0,331,-0.1821,-0.0413,-0.0435,-0.007592182,0.00286234,-0.00143117,0.014451946,-0.005117103,-0.016775349,-0.000925164,0.002407229,-0.000649944,-1.43E-06
0,331,0.0512,0.0765,-0.102699995,-0.009686577,0.007976155,-0.001815143,0.017543795,-0.003977311,-0.017312586,-0.000901231,0.002541072,-0.000748161,-1.56E-06
0,331,0.1383,-0.0409,0.181,-0.00148353,0.011379546,0.003385939,0.020690747,-0.00274166,-0.017839988,-0.000873272,0.002671473,-0.000856798,-1.69E-06
0,331,-0.203,-0.14909999,0.1524,0.016109388,-0.000680678,0.00715585,0.023883435,-0.001409425,-0.018359837,-0.000841146,0.002798007,-0.000975589,-1.83E-06
0,331,-0.1758,-0.0315,-0.1006,-0.002617994,0.016685348,0.014294246,0.027111954,1.99E-05,-0.01887461,-0.000804716,0.002920257,-0.001104222,-1.96E-06
0,331,-0.19749999,-0.089899994,-0.0437,0.007539822,0.006073746,0.002984513,0.030365867,0.0015464,-0.019386983,-0.000763857,0.003037809,-0.001242334,-2.10E-06
0,331,-0.060099997,0.1546,-0.53029996,-0.00434587,0.010681415,0.001186824,0.033634225,0.003170107,-0.019899847,-0.000718451,0.003150255,-0.001389517,-2.24E-06
0,331,0.0707,-0.099999994,0.1823,-0.004555309,0.003769911,-0.010279989,0.036905593,0.004890605,-0.020416317,-0.000668388,0.003257195,-0.001545313,-2.37E-06
0,331,0.21319999,0.0568,-0.169,-0.017802358,0.0082205,-0.031887166,0.040168087,0.00670722,-0.020939735,-0.00061357,0.003358235,-0.001709221,-2.51E-06
0,331,-0.1363,-0.1197,0.026099999,-0.002600541,0.015725417,-0.000959931,0.043409418,0.008618966,-0.021473669,-0.000553911,0.003452985,-0.001880694,-2.65E-06
0,331,0.0506,0.0859,-0.13939999,-0.004939282,-0.00153589,0,0.04661693,0.010624543,-0.022021902,-0.000489336,0.003541062,-0.002059141,-2.78E-06
0,331,0.0383,0.0962,-0.0726,-0.002740167,0.007888888,0.008866273,0.049777648,0.012722328,-0.022588419,-0.000419784,0.003622086,-0.002243924,-2.91E-06
0,331,-0.0044,0.184,-0.35689998,0.012217305,-0.011187561,0.012618731,0.05287832,0.01491037,-0.02317739,-0.000345205,0.003695681,-0.002434361,-3.03E-06
0,331,0.1303,0.1252,-0.2577,-0.006544985,-0.001151917,0.003577925,0.055905458,0.017186383,-0.023793153,-0.000265562,0.003761472,-0.002629723,-3.16E-06
0,331,0.1068,-0.100499995,0.1337,0.009791297,-0.020158553,-0.015289084,0.058845391,0.019547728,-0.024440183,-0.000180827,0.003819083,-0.002829237,-3.27E-06
0,331,-0.0686,-0.012499999,0.0665,0.00275762,0.007801622,0.005497787,0.061684307,0.021991402,-0.02512305,-9.10E-05,0.00386814,-0.003032081,-3.39E-06
0,331,0.002,-0.041899998,0.016099999,0.01691224,-0.009180432,0.002687807,0.064408302,0.024514009,-0.025846378,3.96E-06,0.003908267,-0.00323739,-3.49E-06
0,331,0.019399999,-0.081099994,-0.0023,0.000959931,0.008255407,0.003804818,0.067003425,0.027111745,-0.026614793,0.000104014,0.003939089,-0.003444255,-3.59E-06
0,331,-0.0219,0.0167,-0.21599999,-0.006318092,0.008447394,0.003106686,0.06945573,0.029780376,-0.027432883,0.000209146,0.003960232,-0.003651723,-3.68E-06
0,331,-0.100499995,-0.032199997,-0.010199999,0.003298672,0.001448623,0.007871435,0.071751328,0.032515224,-0.028305153,0.000319325,0.003971323,-0.0038588,-3.76E-06
0,331,0.1415,0.046099998,0.04,0.004886922,-0.000750492,0.002932153,0.073876447,0.035311162,-0.029235984,0.000434503,0.003971995,-0.00406445,-3.83E-06
0,331,-0.0025,0.0164,-0.1061,0.001518437,0.003455752,-0.003438299,0.075817494,0.038162602,-0.030229588,0.000554614,0.003961885,-0.004267602,-3.89E-06
0,331,0.0064,0.0163,-0.0561,0.001675516,-0.005044002,0.000488692,0.077561126,0.041063493,-0.03128996,0.000679575,0.003940635,-0.004467146,-3.93E-06
0,331,0.2199,0.016099999,-0.1523,0.001221731,0.005759587,-0.008115781,0.079094318,0.044007318,-0.032420833,0.000809284,0.003907899,-0.004661945,-3.97E-06
0,331,-0.1634,-0.0822,0.062299997,-0.000645772,-0.000715585,0.000523599,0.080404439,0.04698709,-0.033625625,0.000943619,0.003863336,-0.004850828,-3.99E-06
0,331,0.15969999,-0.032899998,0.0349,0.001099557,0.009477138,0.02310816,0.081479327,0.049995355,-0.034907392,0.001082433,0.00380662,-0.005032603,-3.99E-06
0,331,-0.0081,-0.0622,-0.0928,-0.001815143,0.013124876,-0.019530235,0.082307364,0.053024192,-0.036268771,0.001225556,0.003737438,-0.005206055,-3.98E-06
0,331,-0.4104,-0.23879999,0.1003,0.004834562,-0.01277581,0.020682152,0.082877557,0.056065227,-0.037711933,0.001372791,0.003655491,-0.005369952,-3.96E-06
0,331,0.31039998,0.0556,0.055,0.006876597,-0.000558505,0.012060225,0.083179625,0.059109642,-0.039238528,0.001523914,0.0035605,-0.005523049,-3.91E-06
0,331,-0.3159,-0.1507,0.0729,0.003543018,-0.003961898,0.003665191,0.08320409,0.062148205,-0.040849644,0.001678671,0.003452205,-0.005664094,-3.85E-06
